date_time,location,datagrab_loc,temp_c,data_type
10/1/2024 5:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,11.02822,Provisional
10/1/2024 5:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.849274,Provisional
10/1/2024 5:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,2.440949,Provisional
10/1/2024 5:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.96379,Provisional
10/1/2024 5:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.96637,Provisional
10/1/2024 5:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.774414,Provisional
10/1/2024 5:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,2.27475,Provisional
10/1/2024 5:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.89239,Provisional
10/1/2024 5:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.90672,Provisional
10/1/2024 5:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.699646,Provisional
10/1/2024 6:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,2.124207,Provisional
10/1/2024 6:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.82098,Provisional
10/1/2024 6:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.78964,Provisional
10/1/2024 6:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.632233,Provisional
10/1/2024 6:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,2.040955,Provisional
10/1/2024 6:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.74877,Provisional
10/1/2024 6:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.73549,Provisional
10/1/2024 6:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.56488,Provisional
10/1/2024 6:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,1.85849,Provisional
10/1/2024 6:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.67768,Provisional
10/1/2024 6:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.68506,Provisional
10/1/2024 6:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.497498,Provisional
10/1/2024 6:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,1.862457,Provisional
10/1/2024 6:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.61142,Provisional
10/1/2024 6:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.6309,Provisional
10/1/2024 6:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.430054,Provisional
10/1/2024 7:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,1.977539,Provisional
10/1/2024 7:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.5478,Provisional
10/1/2024 7:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.56408,Provisional
10/1/2024 7:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.366272,Provisional
10/1/2024 7:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,2.235107,Provisional
10/1/2024 7:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.48565,Provisional
10/1/2024 7:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.49019,Provisional
10/1/2024 7:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.310059,Provisional
10/1/2024 7:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,2.780823,Provisional
10/1/2024 7:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.42653,Provisional
10/1/2024 7:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.43635,Provisional
10/1/2024 7:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.257538,Provisional
10/1/2024 7:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,3.498077,Provisional
10/1/2024 7:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.37563,Provisional
10/1/2024 7:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.39623,Provisional
10/1/2024 7:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.220032,Provisional
10/1/2024 8:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,4.521576,Provisional
10/1/2024 8:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.33531,Provisional
10/1/2024 8:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.36277,Provisional
10/1/2024 8:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.19751,Provisional
10/1/2024 8:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,5.815125,Provisional
10/1/2024 8:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.31233,Provisional
10/1/2024 8:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.34977,Provisional
10/1/2024 8:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.19751,Provisional
10/1/2024 8:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,6.995331,Provisional
10/1/2024 8:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.30178,Provisional
10/1/2024 8:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.35721,Provisional
10/1/2024 8:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.220032,Provisional
10/1/2024 8:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,8.045044,Provisional
10/1/2024 8:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.30441,Provisional
10/1/2024 8:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.36947,Provisional
10/1/2024 8:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.26886,Provisional
10/1/2024 9:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,9.023895,Provisional
10/1/2024 9:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.32326,Provisional
10/1/2024 9:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.39511,Provisional
10/1/2024 9:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.370026,Provisional
10/1/2024 9:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,9.94809,Provisional
10/1/2024 9:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.36018,Provisional
10/1/2024 9:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.44267,Provisional
10/1/2024 9:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.48999,Provisional
10/1/2024 9:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,10.79208,Provisional
10/1/2024 9:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.41748,Provisional
10/1/2024 9:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.50394,Provisional
10/1/2024 9:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.662231,Provisional
10/1/2024 9:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,11.54562,Provisional
10/1/2024 9:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.4981,Provisional
10/1/2024 9:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.57373,Provisional
10/1/2024 9:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,9.830536,Provisional
10/1/2024 10:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,12.3634,Provisional
10/1/2024 10:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.59373,Provisional
10/1/2024 10:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.6639,Provisional
10/1/2024 10:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,10.0398,Provisional
10/1/2024 10:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,13.44925,Provisional
10/1/2024 10:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.70588,Provisional
10/1/2024 10:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.77035,Provisional
10/1/2024 10:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,10.25995,Provisional
10/1/2024 10:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,14.47305,Provisional
10/1/2024 10:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.83637,Provisional
10/1/2024 10:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,10.88488,Provisional
10/1/2024 10:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,10.47617,Provisional
10/1/2024 10:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,15.88785,Provisional
10/1/2024 10:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,10.98597,Provisional
10/1/2024 10:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,11.016,Provisional
10/1/2024 10:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,10.69946,Provisional
10/1/2024 11:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,17.24796,Provisional
10/1/2024 11:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,11.14666,Provisional
10/1/2024 11:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,11.14001,Provisional
10/1/2024 11:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,10.9263,Provisional
10/1/2024 11:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,18.74243,Provisional
10/1/2024 11:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,11.31699,Provisional
10/1/2024 11:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,11.28203,Provisional
10/1/2024 11:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,11.14902,Provisional
10/1/2024 11:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,20.29636,Provisional
10/1/2024 11:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,11.49091,Provisional
10/1/2024 11:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,11.44612,Provisional
10/1/2024 11:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,11.39743,Provisional
10/1/2024 11:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,21.39621,Provisional
10/1/2024 11:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,11.66466,Provisional
10/1/2024 11:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,11.58386,Provisional
10/1/2024 11:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,11.65292,Provisional
10/1/2024 12:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,22.18137,Provisional
10/1/2024 12:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,11.83713,Provisional
10/1/2024 12:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,11.73809,Provisional
10/1/2024 12:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,11.91168,Provisional
10/1/2024 12:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,22.95251,Provisional
10/1/2024 12:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,12.00869,Provisional
10/1/2024 12:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,11.92682,Provisional
10/1/2024 12:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,12.19595,Provisional
10/1/2024 12:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,23.29816,Provisional
10/1/2024 12:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,12.18235,Provisional
10/1/2024 12:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,12.20587,Provisional
10/1/2024 12:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,12.45392,Provisional
10/1/2024 12:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,23.92429,Provisional
10/1/2024 12:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,12.36255,Provisional
10/1/2024 12:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,12.52893,Provisional
10/1/2024 12:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,12.72253,Provisional
10/1/2024 13:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,24.86997,Provisional
10/1/2024 13:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,12.55523,Provisional
10/1/2024 13:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,12.79497,Provisional
10/1/2024 13:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,13.00543,Provisional
10/1/2024 13:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,26.0679,Provisional
10/1/2024 13:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,12.75555,Provisional
10/1/2024 13:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,13.00824,Provisional
10/1/2024 13:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,13.31717,Provisional
10/1/2024 13:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,27.84366,Provisional
10/1/2024 13:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,12.9586,Provisional
10/1/2024 13:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,13.05623,Provisional
10/1/2024 13:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,13.59177,Provisional
10/1/2024 13:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,29.38467,Provisional
10/1/2024 13:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,13.16221,Provisional
10/1/2024 13:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,13.13565,Provisional
10/1/2024 13:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,13.81848,Provisional
10/1/2024 14:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,30.79828,Provisional
10/1/2024 14:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,13.35296,Provisional
10/1/2024 14:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,13.21835,Provisional
10/1/2024 14:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,14.00839,Provisional
10/1/2024 14:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,31.84152,Provisional
10/1/2024 14:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,13.52463,Provisional
10/1/2024 14:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,13.35804,Provisional
10/1/2024 14:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,14.1835,Provisional
10/1/2024 14:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,32.33926,Provisional
10/1/2024 14:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,13.67575,Provisional
10/1/2024 14:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,13.49581,Provisional
10/1/2024 14:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,14.33289,Provisional
10/1/2024 14:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,32.76529,Provisional
10/1/2024 14:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,13.81234,Provisional
10/1/2024 14:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,13.65719,Provisional
10/1/2024 14:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,14.43851,Provisional
10/1/2024 15:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,33.03659,Provisional
10/1/2024 15:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,13.93073,Provisional
10/1/2024 15:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,13.77647,Provisional
10/1/2024 15:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,14.56955,Provisional
10/1/2024 15:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,33.11691,Provisional
10/1/2024 15:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,14.03164,Provisional
10/1/2024 15:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,13.92522,Provisional
10/1/2024 15:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,14.68588,Provisional
10/1/2024 15:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,33.1503,Provisional
10/1/2024 15:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,14.11961,Provisional
10/1/2024 15:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,14.05781,Provisional
10/1/2024 15:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,14.81677,Provisional
10/1/2024 15:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,32.6983,Provisional
10/1/2024 15:45,Diversion Weir,Diversion Weir / uTemp / Water_Temp,14.19976,Provisional
10/1/2024 15:45,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,14.21905,Provisional
10/1/2024 15:45,TNC LS Host,TNC LS Host / River Temp / WTemp1,14.91843,Provisional
10/1/2024 16:00,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,31.88864,Provisional
10/1/2024 16:00,Diversion Weir,Diversion Weir / uTemp / Water_Temp,14.27765,Provisional
10/1/2024 16:00,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,14.33835,Provisional
10/1/2024 16:00,TNC LS Host,TNC LS Host / River Temp / WTemp1,14.99829,Provisional
10/1/2024 16:15,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,31.0993,Provisional
10/1/2024 16:15,Diversion Weir,Diversion Weir / uTemp / Water_Temp,14.35624,Provisional
10/1/2024 16:15,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,14.41759,Provisional
10/1/2024 16:15,TNC LS Host,TNC LS Host / River Temp / WTemp1,15.0636,Provisional
10/1/2024 16:30,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,30.25583,Provisional
10/1/2024 16:30,Diversion Weir,Diversion Weir / uTemp / Water_Temp,14.42561,Provisional
10/1/2024 16:30,LSH-abvHartDiv,LSH-abvHartDiv / uTemp / Water_Temp,14.45938,Provisional
10/1/2024 16:30,TNC LS Host,TNC LS Host / River Temp / WTemp1,15.09985,Provisional
10/1/2024 16:45,Cowley_Riffle,Cowley_Riffle / uTemp / Water_Temp,28.6705,Provisional
