Date,Time,DateTime,LEVEL,TEMPERATURE,Calc Flow (cfs)
7/13/2019,3:30:00,7/13/2019 3:30,0.1887,8.409,4.416122538
7/13/2019,3:45:00,7/13/2019 3:45,0.1883,8.405,4.39973301
7/13/2019,4:00:00,7/13/2019 4:00,0.186,8.403,4.306001463
7/13/2019,4:15:00,7/13/2019 4:15,0.1881,8.397,4.391548058
7/13/2019,4:30:00,7/13/2019 4:30,0.1877,8.395,4.375197787
7/13/2019,4:45:00,7/13/2019 4:45,0.188,8.396,4.387458036
7/13/2019,5:00:00,7/13/2019 5:00,0.1868,8.4,4.338505447
7/13/2019,5:15:00,7/13/2019 5:15,0.1886,8.397,4.412022704
7/13/2019,5:30:00,7/13/2019 5:30,0.1847,8.391,4.25340646
7/13/2019,5:45:00,7/13/2019 5:45,0.1877,8.387,4.375197787
7/13/2019,6:00:00,7/13/2019 6:00,0.1855,8.382,4.28573978
7/13/2019,6:15:00,7/13/2019 6:15,0.1861,8.38,4.310058722
7/13/2019,6:30:00,7/13/2019 6:30,0.1858,8.384,4.297891867
7/13/2019,6:45:00,7/13/2019 6:45,0.1835,8.392,4.205103713
7/13/2019,7:00:00,7/13/2019 7:00,0.1832,8.399,4.193065046
7/13/2019,7:15:00,7/13/2019 7:15,0.1844,8.408,4.241308574
7/13/2019,7:30:00,7/13/2019 7:30,0.1832,8.436,4.193065046
7/13/2019,7:45:00,7/13/2019 7:45,0.1846,8.474,4.249372188
7/13/2019,8:00:00,7/13/2019 8:00,0.1842,8.515,4.233251536
7/13/2019,8:15:00,7/13/2019 8:15,0.1867,8.569,4.334436712
7/13/2019,8:30:00,7/13/2019 8:30,0.1855,8.624,4.28573978
7/13/2019,8:45:00,7/13/2019 8:45,0.1846,8.69,4.249372188
7/13/2019,9:00:00,7/13/2019 9:00,0.1893,8.747,4.440755864
7/13/2019,9:15:00,7/13/2019 9:15,0.1877,8.811,4.375197787
7/13/2019,9:30:00,7/13/2019 9:30,0.1917,8.879,4.539876705
7/13/2019,9:45:00,7/13/2019 9:45,0.1918,8.957,4.544027113
7/13/2019,10:00:00,7/13/2019 10:00,0.1933,9.052,4.606478482
7/13/2019,10:15:00,7/13/2019 10:15,0.1949,9.138,4.67349623
7/13/2019,10:30:00,7/13/2019 10:30,0.1944,9.207,4.652508551
7/13/2019,10:45:00,7/13/2019 10:45,0.1941,9.287,4.639935413
7/13/2019,11:00:00,7/13/2019 11:00,0.1975,9.365,4.783285074
7/13/2019,11:15:00,7/13/2019 11:15,0.1973,9.44,4.774800943
7/13/2019,11:30:00,7/13/2019 11:30,0.1993,9.513,4.859932988
7/13/2019,11:45:00,7/13/2019 11:45,0.1994,9.584,4.864206536
7/13/2019,12:00:00,7/13/2019 12:00,0.201,9.648,4.93280246
7/13/2019,12:15:00,7/13/2019 12:15,0.1993,9.702,4.859932988
7/13/2019,12:30:00,7/13/2019 12:30,0.2019,9.76,4.971568758
7/13/2019,12:45:00,7/13/2019 12:45,0.2007,9.797,4.91990932
7/13/2019,13:00:00,7/13/2019 13:00,0.2005,9.831,4.911321942
7/13/2019,13:15:00,7/13/2019 13:15,0.1991,9.861,4.85139073
7/13/2019,13:30:00,7/13/2019 13:30,0.1998,9.883,4.881316851
7/13/2019,13:45:00,7/13/2019 13:45,0.1974,9.911,4.7790422
7/13/2019,14:00:00,7/13/2019 14:00,0.199,9.942,4.84712202
7/13/2019,14:15:00,7/13/2019 14:15,0.1979,9.891,4.80027273
7/13/2019,14:30:00,7/13/2019 14:30,0.1976,9.876,4.787529564
7/13/2019,14:45:00,7/13/2019 14:45,0.1898,9.866,4.461328554
7/13/2019,15:00:00,7/13/2019 15:00,0.2017,9.854,4.962942768
7/13/2019,15:15:00,7/13/2019 15:15,0.1973,9.836,4.774800943
7/13/2019,15:30:00,7/13/2019 15:30,0.2023,9.841,4.988840026
7/13/2019,15:45:00,7/13/2019 15:45,0.2001,9.815,4.89416651
7/13/2019,16:00:00,7/13/2019 16:00,0.2023,9.774,4.988840026
7/13/2019,16:15:00,7/13/2019 16:15,0.2021,9.632,4.980201178
7/13/2019,16:30:00,7/13/2019 16:30,0.1966,9.543,4.745157418
7/13/2019,16:45:00,7/13/2019 16:45,0.1954,9.345,4.694524448
7/13/2019,17:00:00,7/13/2019 17:00,0.194,9.161,4.635747613
7/13/2019,17:15:00,7/13/2019 17:15,0.1878,9.081,4.3792829
7/13/2019,17:30:00,7/13/2019 17:30,0.1968,9.007,4.753618909
7/13/2019,17:45:00,7/13/2019 17:45,0.2004,9.025,4.907030668
7/13/2019,18:00:00,7/13/2019 18:00,0.1961,9.041,4.724032011
7/13/2019,18:15:00,7/13/2019 18:15,0.1998,9.078,4.881316851
7/13/2019,18:30:00,7/13/2019 18:30,0.1902,9.073,4.477816088
7/13/2019,18:45:00,7/13/2019 18:45,0.1894,9.01,4.444867136
7/13/2019,19:00:00,7/13/2019 19:00,0.1923,9.005,4.56480357
7/13/2019,19:15:00,7/13/2019 19:15,0.1932,8.975,4.602303675
7/13/2019,19:30:00,7/13/2019 19:30,0.1926,8.93,4.57728897
7/13/2019,19:45:00,7/13/2019 19:45,0.1935,8.908,4.614832969
7/13/2019,20:00:00,7/13/2019 20:00,0.1888,8.861,4.420224007
7/13/2019,20:15:00,7/13/2019 20:15,0.1914,8.8,4.527435251
7/13/2019,20:30:00,7/13/2019 20:30,0.1881,8.754,4.391548058
7/13/2019,20:45:00,7/13/2019 20:45,0.1904,8.704,4.486069644
7/13/2019,21:00:00,7/13/2019 21:00,0.1848,8.664,4.257442376
7/13/2019,21:15:00,7/13/2019 21:15,0.1884,8.633,4.403827939
7/13/2019,21:30:00,7/13/2019 21:30,0.1817,8.606,4.133094125
7/13/2019,21:45:00,7/13/2019 21:45,0.1857,8.585,4.29383953
7/13/2019,22:00:00,7/13/2019 22:00,0.1808,8.559,4.097289724
7/13/2019,22:15:00,7/13/2019 22:15,0.1827,8.53,4.173033536
7/13/2019,22:30:00,7/13/2019 22:30,0.1796,8.514,4.049758706
7/13/2019,22:45:00,7/13/2019 22:45,0.183,8.506,4.1850475
7/13/2019,23:00:00,7/13/2019 23:00,0.1824,8.493,4.161034401
7/13/2019,23:15:00,7/13/2019 23:15,0.1834,8.484,4.201089178
7/13/2019,23:30:00,7/13/2019 23:30,0.182,8.472,4.145058633
7/13/2019,23:45:00,7/13/2019 23:45,0.1842,8.463,4.233251536
7/14/2019,0:00:00,7/14/2019 0:00,0.1827,8.465,4.173033536
7/14/2019,0:15:00,7/14/2019 0:15,0.1837,8.471,4.213137722
7/14/2019,0:30:00,7/14/2019 0:30,0.1829,8.459,4.181041198
7/14/2019,0:45:00,7/14/2019 0:45,0.1833,8.447,4.197076288
7/14/2019,1:00:00,7/14/2019 1:00,0.1831,8.435,4.189055449
7/14/2019,1:15:00,7/14/2019 1:15,0.1828,8.424,4.177036543
7/14/2019,1:30:00,7/14/2019 1:30,0.1826,8.416,4.169032176
7/14/2019,1:45:00,7/14/2019 1:45,0.1838,8.415,4.217157194
7/14/2019,2:00:00,7/14/2019 2:00,0.1842,8.41,4.233251536
7/14/2019,2:15:00,7/14/2019 2:15,0.1842,8.405,4.233251536
7/14/2019,2:30:00,7/14/2019 2:30,0.1829,8.401,4.181041198
7/14/2019,2:45:00,7/14/2019 2:45,0.1832,8.395,4.193065046
7/14/2019,3:00:00,7/14/2019 3:00,0.184,8.392,4.225201075
7/14/2019,3:15:00,7/14/2019 3:15,0.1853,8.39,4.277646596
7/14/2019,3:30:00,7/14/2019 3:30,0.1821,8.388,4.149050102
7/14/2019,3:45:00,7/14/2019 3:45,0.1827,8.381,4.173033536
7/14/2019,4:00:00,7/14/2019 4:00,0.1819,8.375,4.141068814
7/14/2019,4:15:00,7/14/2019 4:15,0.1829,8.373,4.181041198
7/14/2019,4:30:00,7/14/2019 4:30,0.1839,8.368,4.221178312
7/14/2019,4:45:00,7/14/2019 4:45,0.1842,8.365,4.233251536
7/14/2019,5:00:00,7/14/2019 5:00,0.1833,8.364,4.197076288
7/14/2019,5:15:00,7/14/2019 5:15,0.1842,8.364,4.233251536
7/14/2019,5:30:00,7/14/2019 5:30,0.1824,8.358,4.161034401
7/14/2019,5:45:00,7/14/2019 5:45,0.1836,8.355,4.209119894
7/14/2019,6:00:00,7/14/2019 6:00,0.1813,8.351,4.117164548
7/14/2019,6:15:00,7/14/2019 6:15,0.1821,8.352,4.149050102
7/14/2019,6:30:00,7/14/2019 6:30,0.183,8.354,4.1850475
7/14/2019,6:45:00,7/14/2019 6:45,0.1827,8.36,4.173033536
7/14/2019,7:00:00,7/14/2019 7:00,0.1823,8.366,4.157037986
7/14/2019,7:15:00,7/14/2019 7:15,0.185,8.38,4.265519136
7/14/2019,7:30:00,7/14/2019 7:30,0.1847,8.408,4.25340646
7/14/2019,7:45:00,7/14/2019 7:45,0.1867,8.443,4.334436712
7/14/2019,8:00:00,7/14/2019 8:00,0.1856,8.482,4.289788834
7/14/2019,8:15:00,7/14/2019 8:15,0.1855,8.534,4.28573978
7/14/2019,8:30:00,7/14/2019 8:30,0.1884,8.587,4.403827939
7/14/2019,8:45:00,7/14/2019 8:45,0.1889,8.64,4.42432711
7/14/2019,9:00:00,7/14/2019 9:00,0.1894,8.693,4.444867136
7/14/2019,9:15:00,7/14/2019 9:15,0.189,8.753,4.428431848
7/14/2019,9:30:00,7/14/2019 9:30,0.193,8.823,4.593958938
7/14/2019,9:45:00,7/14/2019 9:45,0.1945,8.904,4.656702842
7/14/2019,10:00:00,7/14/2019 10:00,0.1934,8.985,4.610654913
7/14/2019,10:15:00,7/14/2019 10:15,0.1943,9.106,4.648315882
7/14/2019,10:30:00,7/14/2019 10:30,0.1966,9.191,4.745157418
7/14/2019,10:45:00,7/14/2019 10:45,0.1958,9.239,4.711376194
7/14/2019,11:00:00,7/14/2019 11:00,0.198,9.278,4.804523683
7/14/2019,11:15:00,7/14/2019 11:15,0.1945,9.32,4.656702842
7/14/2019,11:30:00,7/14/2019 11:30,0.2004,9.396,4.907030668
7/14/2019,11:45:00,7/14/2019 11:45,0.1984,9.37,4.821543646
7/14/2019,12:00:00,7/14/2019 12:00,0.2004,9.468,4.907030668
7/14/2019,12:15:00,7/14/2019 12:15,0.1994,9.543,4.864206536
7/14/2019,12:30:00,7/14/2019 12:30,0.2029,9.62,5.014795125
7/14/2019,12:45:00,7/14/2019 12:45,0.2036,9.705,5.045149119
7/14/2019,13:00:00,7/14/2019 13:00,0.2033,9.751,5.032130636
7/14/2019,13:15:00,7/14/2019 13:15,0.203,9.786,5.019126595
7/14/2019,13:30:00,7/14/2019 13:30,0.203,9.823,5.019126595
7/14/2019,13:45:00,7/14/2019 13:45,0.2015,9.84,4.954323209
7/14/2019,14:00:00,7/14/2019 14:00,0.2053,9.843,5.11919307
7/14/2019,14:15:00,7/14/2019 14:15,0.21,9.843,5.326307558
7/14/2019,14:30:00,7/14/2019 14:30,0.2153,9.835,5.564079687
7/14/2019,14:45:00,7/14/2019 14:45,0.2135,9.823,5.482827172
7/14/2019,15:00:00,7/14/2019 15:00,0.213,9.813,5.460348141
7/14/2019,15:15:00,7/14/2019 15:15,0.2133,9.819,5.473830802
7/14/2019,15:30:00,7/14/2019 15:30,0.2134,9.772,5.478328194
7/14/2019,15:45:00,7/14/2019 15:45,0.2066,9.595,5.176127124
7/14/2019,16:00:00,7/14/2019 16:00,0.2215,9.381,5.847866409
7/14/2019,16:15:00,7/14/2019 16:15,0.2235,9.243,5.940700743
7/14/2019,16:30:00,7/14/2019 16:30,0.2082,9.356,5.24657057
7/14/2019,16:45:00,7/14/2019 16:45,0.2075,9.388,5.215701266
7/14/2019,17:00:00,7/14/2019 17:00,0.2113,9.419,5.384216206
7/14/2019,17:15:00,7/14/2019 17:15,0.2136,9.447,5.487327735
7/14/2019,17:30:00,7/14/2019 17:30,0.2062,9.349,5.158580164
7/14/2019,17:45:00,7/14/2019 17:45,0.2057,9.256,5.136682446
7/14/2019,18:00:00,7/14/2019 18:00,0.2008,9.211,4.924205424
7/14/2019,18:15:00,7/14/2019 18:15,0.198,9.136,4.804523683
7/14/2019,18:30:00,7/14/2019 18:30,0.2028,9.063,5.01046526
7/14/2019,18:45:00,7/14/2019 18:45,0.2022,8.973,4.984519799
7/14/2019,19:00:00,7/14/2019 19:00,0.2007,8.938,4.91990932
7/14/2019,19:15:00,7/14/2019 19:15,0.2034,8.905,5.036468526
7/14/2019,19:30:00,7/14/2019 19:30,0.1969,8.88,4.757852081
7/14/2019,19:45:00,7/14/2019 19:45,0.2006,8.835,4.915614826
7/14/2019,20:00:00,7/14/2019 20:00,0.1982,8.79,4.813030435
7/14/2019,20:15:00,7/14/2019 20:15,0.1987,8.762,4.834325571
7/14/2019,20:30:00,7/14/2019 20:30,0.1985,8.698,4.825802674
7/14/2019,20:45:00,7/14/2019 20:45,0.1995,8.642,4.868481697
7/14/2019,21:00:00,7/14/2019 21:00,0.1991,8.595,4.85139073
7/14/2019,21:15:00,7/14/2019 21:15,0.2045,8.563,5.08429117
7/14/2019,21:30:00,7/14/2019 21:30,0.1954,8.549,4.694524448
7/14/2019,21:45:00,7/14/2019 21:45,0.2004,8.552,4.907030668
7/14/2019,22:00:00,7/14/2019 22:00,0.1974,8.562,4.7790422
7/14/2019,22:15:00,7/14/2019 22:15,0.201,8.568,4.93280246
7/14/2019,22:30:00,7/14/2019 22:30,0.1976,8.565,4.787529564
7/14/2019,22:45:00,7/14/2019 22:45,0.1997,8.56,4.877036854
7/14/2019,23:00:00,7/14/2019 23:00,0.1998,8.549,4.881316851
7/14/2019,23:15:00,7/14/2019 23:15,0.2008,8.538,4.924205424
7/14/2019,23:30:00,7/14/2019 23:30,0.1987,8.519,4.834325571
7/14/2019,23:45:00,7/14/2019 23:45,0.2015,8.5,4.954323209
7/15/2019,0:00:00,7/15/2019 0:00,0.1994,8.485,4.864206536
7/15/2019,0:15:00,7/15/2019 0:15,0.1992,8.475,4.855661052
7/15/2019,0:30:00,7/15/2019 0:30,0.2008,8.465,4.924205424
7/15/2019,0:45:00,7/15/2019 0:45,0.2005,8.459,4.911321942
7/15/2019,1:00:00,7/15/2019 1:00,0.1998,8.456,4.881316851
7/15/2019,1:15:00,7/15/2019 1:15,0.2029,8.462,5.014795125
7/15/2019,1:30:00,7/15/2019 1:30,0.2,8.474,4.889881679
7/15/2019,1:45:00,7/15/2019 1:45,0.2003,8.474,4.902741004
7/15/2019,2:00:00,7/15/2019 2:00,0.2016,8.47,4.958632185
7/15/2019,2:15:00,7/15/2019 2:15,0.2014,8.467,4.950015842
7/15/2019,2:30:00,7/15/2019 2:30,0.2012,8.454,4.941405933
7/15/2019,2:45:00,7/15/2019 2:45,0.2002,8.43,4.898452952
7/15/2019,3:00:00,7/15/2019 3:00,0.2008,8.412,4.924205424
7/15/2019,3:15:00,7/15/2019 3:15,0.201,8.402,4.93280246
7/15/2019,3:30:00,7/15/2019 3:30,0.2005,8.397,4.911321942
7/15/2019,3:45:00,7/15/2019 3:45,0.2014,8.389,4.950015842
7/15/2019,4:00:00,7/15/2019 4:00,0.2013,8.382,4.945710084
7/15/2019,4:15:00,7/15/2019 4:15,0.1995,8.374,4.868481697
7/15/2019,4:30:00,7/15/2019 4:30,0.2003,8.366,4.902741004
7/15/2019,4:45:00,7/15/2019 4:45,0.2018,8.359,4.967254959
7/15/2019,5:00:00,7/15/2019 5:00,0.1998,8.357,4.881316851
7/15/2019,5:15:00,7/15/2019 5:15,0.2006,8.353,4.915614826
7/15/2019,5:30:00,7/15/2019 5:30,0.1997,8.35,4.877036854
7/15/2019,5:45:00,7/15/2019 5:45,0.2005,8.345,4.911321942
7/15/2019,6:00:00,7/15/2019 6:00,0.2005,8.343,4.911321942
7/15/2019,6:15:00,7/15/2019 6:15,0.2025,8.344,4.997485301
7/15/2019,6:30:00,7/15/2019 6:30,0.2017,8.345,4.962942768
7/15/2019,6:45:00,7/15/2019 6:45,0.2023,8.351,4.988840026
7/15/2019,7:00:00,7/15/2019 7:00,0.202,8.358,4.975884165
7/15/2019,7:15:00,7/15/2019 7:15,0.2012,8.369,4.941405933
7/15/2019,7:30:00,7/15/2019 7:30,0.2049,8.396,5.101729308
7/15/2019,7:45:00,7/15/2019 7:45,0.2044,8.432,5.079935642
7/15/2019,8:00:00,7/15/2019 8:00,0.2045,8.485,5.08429117
7/15/2019,8:15:00,7/15/2019 8:15,0.2063,8.537,5.162964506
7/15/2019,8:30:00,7/15/2019 8:30,0.2069,8.592,5.189304127
7/15/2019,8:45:00,7/15/2019 8:45,0.2048,8.647,5.09736737
7/15/2019,9:00:00,7/15/2019 9:00,0.2073,8.697,5.206895831
7/15/2019,9:15:00,7/15/2019 9:15,0.2072,8.755,5.202495509
7/15/2019,9:30:00,7/15/2019 9:30,0.2106,8.816,5.353001222
7/15/2019,9:45:00,7/15/2019 9:45,0.2069,8.892,5.189304127
7/15/2019,10:00:00,7/15/2019 10:00,0.2128,8.977,5.451367631
7/15/2019,10:15:00,7/15/2019 10:15,0.2115,9.065,5.393149081
7/15/2019,10:30:00,7/15/2019 10:30,0.2137,9.145,5.491829883
7/15/2019,10:45:00,7/15/2019 10:45,0.2133,9.228,5.473830802
7/15/2019,11:00:00,7/15/2019 11:00,0.2159,9.224,5.59127782
7/15/2019,11:15:00,7/15/2019 11:15,0.2148,9.293,5.541458082
7/15/2019,11:30:00,7/15/2019 11:30,0.217,9.356,5.641288855
7/15/2019,11:45:00,7/15/2019 11:45,0.2162,9.455,5.604898232
7/15/2019,12:00:00,7/15/2019 12:00,0.2173,9.549,5.654961397
7/15/2019,12:15:00,7/15/2019 12:15,0.2157,9.625,5.58220545
7/15/2019,12:30:00,7/15/2019 12:30,0.221,9.687,5.824755956
7/15/2019,12:45:00,7/15/2019 12:45,0.2198,9.712,5.769451239
7/15/2019,13:00:00,7/15/2019 13:00,0.2182,9.753,5.696064239
7/15/2019,13:15:00,7/15/2019 13:15,0.2174,9.722,5.659522068
7/15/2019,13:30:00,7/15/2019 13:30,0.2166,9.764,5.623080906
7/15/2019,13:45:00,7/15/2019 13:45,0.2135,9.827,5.482827172
7/15/2019,14:00:00,7/15/2019 14:00,0.2185,9.742,5.709793576
7/15/2019,14:15:00,7/15/2019 14:15,0.2152,9.719,5.559552201
7/15/2019,14:30:00,7/15/2019 14:30,0.2132,9.546,5.469334995
7/15/2019,14:45:00,7/15/2019 14:45,0.2091,9.545,5.286374525
7/15/2019,15:00:00,7/15/2019 15:00,0.2172,9.636,5.650402305
7/15/2019,15:15:00,7/15/2019 15:15,0.2142,9.682,5.514364395
7/15/2019,15:30:00,7/15/2019 15:30,0.2215,9.718,5.847866409
7/15/2019,15:45:00,7/15/2019 15:45,0.215,9.478,5.550501976
7/15/2019,16:00:00,7/15/2019 16:00,0.2196,9.415,5.760255814
7/15/2019,16:15:00,7/15/2019 16:15,0.2187,9.46,5.718954348
7/15/2019,16:30:00,7/15/2019 16:30,0.2188,9.439,5.723537099
7/15/2019,16:45:00,7/15/2019 16:45,0.2165,9.416,5.618532867
7/15/2019,17:00:00,7/15/2019 17:00,0.218,9.375,5.686919232
7/15/2019,17:15:00,7/15/2019 17:15,0.2192,9.319,5.741883856
7/15/2019,17:30:00,7/15/2019 17:30,0.2135,9.251,5.482827172
7/15/2019,17:45:00,7/15/2019 17:45,0.2139,9.205,5.500838934
7/15/2019,18:00:00,7/15/2019 18:00,0.2104,9.156,5.344096969
7/15/2019,18:15:00,7/15/2019 18:15,0.2086,9.094,5.264245272
7/15/2019,18:30:00,7/15/2019 18:30,0.2073,9.031,5.206895831
7/15/2019,18:45:00,7/15/2019 18:45,0.2049,8.926,5.101729308
7/15/2019,19:00:00,7/15/2019 19:00,0.2076,8.869,5.220106378
7/15/2019,19:15:00,7/15/2019 19:15,0.207,8.85,5.193699657
7/15/2019,19:30:00,7/15/2019 19:30,0.2073,8.827,5.206895831
7/15/2019,19:45:00,7/15/2019 19:45,0.2073,8.788,5.206895831
7/15/2019,20:00:00,7/15/2019 20:00,0.2048,8.745,5.09736737
7/15/2019,20:15:00,7/15/2019 20:15,0.2056,8.711,5.132307701
7/15/2019,20:30:00,7/15/2019 20:30,0.2033,8.683,5.032130636
7/15/2019,20:45:00,7/15/2019 20:45,0.2024,8.651,4.993161861
7/15/2019,21:00:00,7/15/2019 21:00,0.2022,8.615,4.984519799
7/15/2019,21:15:00,7/15/2019 21:15,0.204,8.585,5.062529554
7/15/2019,21:30:00,7/15/2019 21:30,0.2011,8.573,4.937103392
7/15/2019,21:45:00,7/15/2019 21:45,0.203,8.562,5.019126595
7/15/2019,22:00:00,7/15/2019 22:00,0.1997,8.546,4.877036854
7/15/2019,22:15:00,7/15/2019 22:15,0.2023,8.542,4.988840026
7/15/2019,22:30:00,7/15/2019 22:30,0.2001,8.53,4.89416651
7/15/2019,22:45:00,7/15/2019 22:45,0.2012,8.516,4.941405933
7/15/2019,23:00:00,7/15/2019 23:00,0.2033,8.5,5.032130636
7/15/2019,23:15:00,7/15/2019 23:15,0.2027,8.498,5.006137001
7/15/2019,23:30:00,7/15/2019 23:30,0.2019,8.508,4.971568758
7/15/2019,23:45:00,7/15/2019 23:45,0.2035,8.521,5.04080802
7/16/2019,0:00:00,7/16/2019 0:00,0.199,8.524,4.84712202
7/16/2019,0:15:00,7/16/2019 0:15,0.2013,8.524,4.945710084
7/16/2019,0:30:00,7/16/2019 0:30,0.2024,8.53,4.993161861
7/16/2019,0:45:00,7/16/2019 0:45,0.2016,8.527,4.958632185
7/16/2019,1:00:00,7/16/2019 1:00,0.2012,8.519,4.941405933
7/16/2019,1:15:00,7/16/2019 1:15,0.202,8.501,4.975884165
7/16/2019,1:30:00,7/16/2019 1:30,0.2035,8.476,5.04080802
7/16/2019,1:45:00,7/16/2019 1:45,0.2014,8.455,4.950015842
7/16/2019,2:00:00,7/16/2019 2:00,0.202,8.438,4.975884165
7/16/2019,2:15:00,7/16/2019 2:15,0.2009,8.424,4.928503137
7/16/2019,2:30:00,7/16/2019 2:30,0.2053,8.413,5.11919307
7/16/2019,2:45:00,7/16/2019 2:45,0.2016,8.404,4.958632185
7/16/2019,3:00:00,7/16/2019 3:00,0.2035,8.399,5.04080802
7/16/2019,3:15:00,7/16/2019 3:15,0.204,8.396,5.062529554
7/16/2019,3:30:00,7/16/2019 3:30,0.2037,8.39,5.049491822
7/16/2019,3:45:00,7/16/2019 3:45,0.2028,8.39,5.01046526
7/16/2019,4:00:00,7/16/2019 4:00,0.202,8.386,4.975884165
7/16/2019,4:15:00,7/16/2019 4:15,0.2019,8.385,4.971568758
7/16/2019,4:30:00,7/16/2019 4:30,0.2028,8.396,5.01046526
7/16/2019,4:45:00,7/16/2019 4:45,0.2025,8.401,4.997485301
7/16/2019,5:00:00,7/16/2019 5:00,0.2005,8.407,4.911321942
7/16/2019,5:15:00,7/16/2019 5:15,0.2028,8.401,5.01046526
7/16/2019,5:30:00,7/16/2019 5:30,0.2023,8.403,4.988840026
7/16/2019,5:45:00,7/16/2019 5:45,0.2024,8.413,4.993161861
7/16/2019,6:00:00,7/16/2019 6:00,0.2028,8.421,5.01046526
7/16/2019,6:15:00,7/16/2019 6:15,0.2029,8.428,5.014795125
