"","date","time","ms","level","temperature"
"44","7/1/2025","10:45:00 AM",0,9.3679,9.941
"45","7/1/2025","11:00:00 AM",0,9.3668,9.974
"46","7/1/2025","11:15:00 AM",0,9.3677,10.071
"47","7/1/2025","11:30:00 AM",0,9.3682,10.232
"48","7/1/2025","11:45:00 AM",0,9.3676,10.311
"49","7/1/2025","12:00:00 PM",0,9.3677,10.422
"50","7/1/2025","12:15:00 PM",0,9.3678,10.541
"51","7/1/2025","12:30:00 PM",0,9.366,10.658
"52","7/1/2025","12:45:00 PM",0,9.364,10.754
"53","7/1/2025","1:00:00 PM",0,9.3613,10.814
"54","7/1/2025","1:15:00 PM",0,9.3594,10.761
"55","7/1/2025","1:30:00 PM",0,9.3585,10.736
"56","7/1/2025","1:45:00 PM",0,9.3578,10.719
"57","7/1/2025","2:00:00 PM",0,9.3535,10.492
"58","7/1/2025","2:15:00 PM",0,9.3504,10.232
"59","7/1/2025","2:30:00 PM",0,9.3476,10.025
"60","7/1/2025","2:45:00 PM",0,9.3446,9.884
"61","7/1/2025","3:00:00 PM",0,9.3425,9.816
"62","7/1/2025","3:15:00 PM",0,9.3414,9.794
"63","7/1/2025","3:30:00 PM",0,9.3407,9.75
"64","7/1/2025","3:45:00 PM",0,9.3385,9.687
"65","7/1/2025","4:00:00 PM",0,9.3369,9.665
"66","7/1/2025","4:15:00 PM",0,9.3359,9.64
"67","7/1/2025","4:30:00 PM",0,9.3338,9.641
"68","7/1/2025","4:45:00 PM",0,9.334,9.704
"69","7/1/2025","5:00:00 PM",0,9.3336,9.726
"70","7/1/2025","5:15:00 PM",0,9.3325,9.706
"71","7/1/2025","5:30:00 PM",0,9.3307,9.652
"72","7/1/2025","5:45:00 PM",0,9.3319,9.577
"73","7/1/2025","6:00:00 PM",0,9.3323,9.533
"74","7/1/2025","6:15:00 PM",0,9.3325,9.517
"75","7/1/2025","6:30:00 PM",0,9.3313,9.532
"76","7/1/2025","6:45:00 PM",0,9.3322,9.554
"77","7/1/2025","7:00:00 PM",0,9.3385,9.611
"78","7/1/2025","7:15:00 PM",0,9.3388,9.766
"79","7/1/2025","7:30:00 PM",0,9.3398,9.866
"80","7/1/2025","7:45:00 PM",0,9.3412,9.786
"81","7/1/2025","8:00:00 PM",0,9.3536,9.675
"82","7/1/2025","8:15:00 PM",0,9.361,9.569
"83","7/1/2025","8:30:00 PM",0,9.3725,9.471
"84","7/1/2025","8:45:00 PM",0,9.3839,9.494
"85","7/1/2025","9:00:00 PM",0,9.3856,9.548
"86","7/1/2025","9:15:00 PM",0,9.387,9.441
"87","7/1/2025","9:30:00 PM",0,9.382,9.339
"88","7/1/2025","9:45:00 PM",0,9.3783,9.352
"89","7/1/2025","10:00:00 PM",0,9.3805,9.305
"90","7/1/2025","10:15:00 PM",0,9.378,9.219
"91","7/1/2025","10:30:00 PM",0,9.3737,9.208
"92","7/1/2025","10:45:00 PM",0,9.3753,9.236
"93","7/1/2025","11:00:00 PM",0,9.3757,9.205
"94","7/1/2025","11:15:00 PM",0,9.3721,9.137
"95","7/1/2025","11:30:00 PM",0,9.3696,9.094
"96","7/1/2025","11:45:00 PM",0,9.3658,9.057
"97","7/2/2025","12:00:00 AM",0,9.3629,9.02
"98","7/2/2025","12:15:00 AM",0,9.3628,8.984
"99","7/2/2025","12:30:00 AM",0,9.362,8.986
"100","7/2/2025","12:45:00 AM",0,9.3595,8.986
"101","7/2/2025","1:00:00 AM",0,9.3587,8.969
"102","7/2/2025","1:15:00 AM",0,9.3578,8.952
"103","7/2/2025","1:30:00 AM",0,9.3578,8.943
"104","7/2/2025","1:45:00 AM",0,9.3586,8.945
"105","7/2/2025","2:00:00 AM",0,9.3585,8.933
"106","7/2/2025","2:15:00 AM",0,9.3581,8.929
"107","7/2/2025","2:30:00 AM",0,9.3575,8.9
"108","7/2/2025","2:45:00 AM",0,9.3577,8.871
"109","7/2/2025","3:00:00 AM",0,9.3607,8.868
"110","7/2/2025","3:15:00 AM",0,9.3615,8.861
"111","7/2/2025","3:30:00 AM",0,9.3615,8.85
"112","7/2/2025","3:45:00 AM",0,9.3628,8.856
"113","7/2/2025","4:00:00 AM",0,9.3626,8.843
"114","7/2/2025","4:15:00 AM",0,9.362,8.828
"115","7/2/2025","4:30:00 AM",0,9.3623,8.823
"116","7/2/2025","4:45:00 AM",0,9.3631,8.815
"117","7/2/2025","5:00:00 AM",0,9.3644,8.8
"118","7/2/2025","5:15:00 AM",0,9.3646,8.791
"119","7/2/2025","5:30:00 AM",0,9.3648,8.787
"120","7/2/2025","5:45:00 AM",0,9.3647,8.776
"121","7/2/2025","6:00:00 AM",0,9.3646,8.767
"122","7/2/2025","6:15:00 AM",0,9.3651,8.762
"123","7/2/2025","6:30:00 AM",0,9.3659,8.763
"124","7/2/2025","6:45:00 AM",0,9.3666,8.763
"125","7/2/2025","7:00:00 AM",0,9.3678,8.769
"126","7/2/2025","7:15:00 AM",0,9.3682,8.779
"127","7/2/2025","7:30:00 AM",0,9.3686,8.808
"128","7/2/2025","7:45:00 AM",0,9.3693,8.86
"129","7/2/2025","8:00:00 AM",0,9.3703,8.913
"130","7/2/2025","8:15:00 AM",0,9.3717,8.98
"131","7/2/2025","8:30:00 AM",0,9.3727,9.066
"132","7/2/2025","8:45:00 AM",0,9.3742,9.139
"133","7/2/2025","9:00:00 AM",0,9.3743,9.208
"134","7/2/2025","9:15:00 AM",0,9.3736,9.281
"135","7/2/2025","9:30:00 AM",0,9.3738,9.361
"136","7/2/2025","9:45:00 AM",0,9.3741,9.447
"137","7/2/2025","10:00:00 AM",0,9.3743,9.55
"138","7/2/2025","10:15:00 AM",0,9.3752,9.662
"139","7/2/2025","10:30:00 AM",0,9.3759,9.773
"140","7/2/2025","10:45:00 AM",0,9.3764,9.889
"141","7/2/2025","11:00:00 AM",0,9.3764,9.986
"142","7/2/2025","11:15:00 AM",0,9.3758,10.084
"143","7/2/2025","11:30:00 AM",0,9.3755,10.173
"144","7/2/2025","11:45:00 AM",0,9.3758,10.288
"145","7/2/2025","12:00:00 PM",0,9.3749,10.398
"146","7/2/2025","12:15:00 PM",0,9.3747,10.458
"147","7/2/2025","12:30:00 PM",0,9.3743,10.534
"148","7/2/2025","12:45:00 PM",0,9.3743,10.608
"149","7/2/2025","1:00:00 PM",0,9.3731,10.658
"150","7/2/2025","1:15:00 PM",0,9.3714,10.667
"151","7/2/2025","1:30:00 PM",0,9.3669,10.676
"152","7/2/2025","1:45:00 PM",0,9.3657,10.709
"153","7/2/2025","2:00:00 PM",0,9.3642,10.726
"154","7/2/2025","2:15:00 PM",0,9.3632,10.737
"155","7/2/2025","2:30:00 PM",0,9.3618,10.747
"156","7/2/2025","2:45:00 PM",0,9.3601,10.749
"157","7/2/2025","3:00:00 PM",0,9.3591,10.74
"158","7/2/2025","3:15:00 PM",0,9.3581,10.703
"159","7/2/2025","3:30:00 PM",0,9.3566,10.685
"160","7/2/2025","3:45:00 PM",0,9.3566,10.709
"161","7/2/2025","4:00:00 PM",0,9.3561,10.765
"162","7/2/2025","4:15:00 PM",0,9.357,10.825
"163","7/2/2025","4:30:00 PM",0,9.3564,10.839
"164","7/2/2025","4:45:00 PM",0,9.3542,10.809
"165","7/2/2025","5:00:00 PM",0,9.3522,10.695
"166","7/2/2025","5:15:00 PM",0,9.3501,10.634
"167","7/2/2025","5:30:00 PM",0,9.3493,10.549
"168","7/2/2025","5:45:00 PM",0,9.3485,10.416
"169","7/2/2025","6:00:00 PM",0,9.3478,10.319
"170","7/2/2025","6:15:00 PM",0,9.3453,10.183
"171","7/2/2025","6:30:00 PM",0,9.3453,10.134
"172","7/2/2025","6:45:00 PM",0,9.3457,10.128
"173","7/2/2025","7:00:00 PM",0,9.3457,10.061
"174","7/2/2025","7:15:00 PM",0,9.3468,9.961
"175","7/2/2025","7:30:00 PM",0,9.3481,9.85
"176","7/2/2025","7:45:00 PM",0,9.3485,9.733
"177","7/2/2025","8:00:00 PM",0,9.3503,9.66
"178","7/2/2025","8:15:00 PM",0,9.3523,9.516
"179","7/2/2025","8:30:00 PM",0,9.3521,9.375
"180","7/2/2025","8:45:00 PM",0,9.3511,9.276
"181","7/2/2025","9:00:00 PM",0,9.35,9.199
"182","7/2/2025","9:15:00 PM",0,9.3495,9.134
"183","7/2/2025","9:30:00 PM",0,9.3491,9.082
"184","7/2/2025","9:45:00 PM",0,9.3498,9.04
"185","7/2/2025","10:00:00 PM",0,9.3538,9.007
"186","7/2/2025","10:15:00 PM",0,9.3542,8.988
"187","7/2/2025","10:30:00 PM",0,9.3542,8.98
"188","7/2/2025","10:45:00 PM",0,9.3538,8.961
"189","7/2/2025","11:00:00 PM",0,9.3548,8.939
"190","7/2/2025","11:15:00 PM",0,9.3551,8.912
"191","7/2/2025","11:30:00 PM",0,9.3552,8.895
"192","7/2/2025","11:45:00 PM",0,9.3547,8.875
"193","7/3/2025","12:00:00 AM",0,9.3558,8.866
"194","7/3/2025","12:15:00 AM",0,9.3551,8.856
"195","7/3/2025","12:30:00 AM",0,9.3547,8.835
"196","7/3/2025","12:45:00 AM",0,9.3542,8.818
"197","7/3/2025","1:00:00 AM",0,9.3534,8.809
"198","7/3/2025","1:15:00 AM",0,9.3551,8.806
"199","7/3/2025","1:30:00 AM",0,9.3563,8.793
"200","7/3/2025","1:45:00 AM",0,9.3556,8.784
"201","7/3/2025","2:00:00 AM",0,9.3553,8.776
"202","7/3/2025","2:15:00 AM",0,9.3555,8.767
"203","7/3/2025","2:30:00 AM",0,9.3563,8.76
"204","7/3/2025","2:45:00 AM",0,9.3556,8.762
"205","7/3/2025","3:00:00 AM",0,9.3554,8.757
"206","7/3/2025","3:15:00 AM",0,9.3552,8.751
"207","7/3/2025","3:30:00 AM",0,9.3549,8.746
"208","7/3/2025","3:45:00 AM",0,9.3553,8.741
"209","7/3/2025","4:00:00 AM",0,9.3558,8.744
"210","7/3/2025","4:15:00 AM",0,9.3551,8.74
"211","7/3/2025","4:30:00 AM",0,9.3547,8.736
"212","7/3/2025","4:45:00 AM",0,9.355,8.728
"213","7/3/2025","5:00:00 AM",0,9.3559,8.72
"214","7/3/2025","5:15:00 AM",0,9.3562,8.712
"215","7/3/2025","5:30:00 AM",0,9.3564,8.704
"216","7/3/2025","5:45:00 AM",0,9.3552,8.695
"217","7/3/2025","6:00:00 AM",0,9.3556,8.693
"218","7/3/2025","6:15:00 AM",0,9.3554,8.691
"219","7/3/2025","6:30:00 AM",0,9.3552,8.695
"220","7/3/2025","6:45:00 AM",0,9.3585,8.7
"221","7/3/2025","7:00:00 AM",0,9.3602,8.705
"222","7/3/2025","7:15:00 AM",0,9.3595,8.714
"223","7/3/2025","7:30:00 AM",0,9.3581,8.726
"224","7/3/2025","7:45:00 AM",0,9.3579,8.762
"225","7/3/2025","8:00:00 AM",0,9.3588,8.818
"226","7/3/2025","8:15:00 AM",0,9.3603,8.885
"227","7/3/2025","8:30:00 AM",0,9.3612,8.969
"228","7/3/2025","8:45:00 AM",0,9.3624,9.062
"229","7/3/2025","9:00:00 AM",0,9.3638,9.162
"230","7/3/2025","9:15:00 AM",0,9.3645,9.249
"231","7/3/2025","9:30:00 AM",0,9.3641,9.329
"232","7/3/2025","9:45:00 AM",0,9.3628,9.41
"233","7/3/2025","10:00:00 AM",0,9.3625,9.509
"234","7/3/2025","10:15:00 AM",0,9.3617,9.624
"235","7/3/2025","10:30:00 AM",0,9.3609,9.738
"236","7/3/2025","10:45:00 AM",0,9.3618,9.864
"237","7/3/2025","11:00:00 AM",0,9.362,9.96
"238","7/3/2025","11:15:00 AM",0,9.3623,10.066
"239","7/3/2025","11:30:00 AM",0,9.361,10.174
"240","7/3/2025","11:45:00 AM",0,9.3599,10.272
"241","7/3/2025","12:00:00 PM",0,9.3598,10.368
"242","7/3/2025","12:15:00 PM",0,9.3597,10.459
"243","7/3/2025","12:30:00 PM",0,9.3574,10.525
"244","7/3/2025","12:45:00 PM",0,9.3559,10.586
"245","7/3/2025","1:00:00 PM",0,9.3518,10.648
"246","7/3/2025","1:15:00 PM",0,9.3508,10.71
"247","7/3/2025","1:30:00 PM",0,9.3492,10.753
"248","7/3/2025","1:45:00 PM",0,9.3492,10.81
"249","7/3/2025","2:00:00 PM",0,9.3476,10.848
"250","7/3/2025","2:15:00 PM",0,9.3458,10.847
"251","7/3/2025","2:30:00 PM",0,9.3426,10.836
"252","7/3/2025","2:45:00 PM",0,9.3406,10.778
"253","7/3/2025","3:00:00 PM",0,9.3378,10.603
"254","7/3/2025","3:15:00 PM",0,9.3338,10.337
"255","7/3/2025","3:30:00 PM",0,9.3303,10.169
"256","7/3/2025","3:45:00 PM",0,9.3284,10.182
"257","7/3/2025","4:00:00 PM",0,9.3287,10.266
"258","7/3/2025","4:15:00 PM",0,9.3301,10.365
"259","7/3/2025","4:30:00 PM",0,9.3312,10.486
"260","7/3/2025","4:45:00 PM",0,9.3319,10.555
"261","7/3/2025","5:00:00 PM",0,9.3321,10.422
"262","7/3/2025","5:15:00 PM",0,9.3332,10.217
"263","7/3/2025","5:30:00 PM",0,9.333,10.045
"264","7/3/2025","5:45:00 PM",0,9.3376,9.819
"265","7/3/2025","6:00:00 PM",0,9.3389,9.704
"266","7/3/2025","6:15:00 PM",0,9.3395,9.702
"267","7/3/2025","6:30:00 PM",0,9.3384,9.653
"268","7/3/2025","6:45:00 PM",0,9.3372,9.584
"269","7/3/2025","7:00:00 PM",0,9.3365,9.583
"270","7/3/2025","7:15:00 PM",0,9.3349,9.535
"271","7/3/2025","7:30:00 PM",0,9.3394,9.439
"272","7/3/2025","7:45:00 PM",0,9.3408,9.428
"273","7/3/2025","8:00:00 PM",0,9.3413,9.371
"274","7/3/2025","8:15:00 PM",0,9.3409,9.331
"275","7/3/2025","8:30:00 PM",0,9.3397,9.266
"276","7/3/2025","8:45:00 PM",0,9.3429,9.225
"277","7/3/2025","9:00:00 PM",0,9.3422,9.208
"278","7/3/2025","9:15:00 PM",0,9.3425,9.163
"279","7/3/2025","9:30:00 PM",0,9.3418,9.103
"280","7/3/2025","9:45:00 PM",0,9.3458,9.063
"281","7/3/2025","10:00:00 PM",0,9.3459,9.023
"282","7/3/2025","10:15:00 PM",0,9.3477,8.993
"283","7/3/2025","10:30:00 PM",0,9.3487,8.965
"284","7/3/2025","10:45:00 PM",0,9.3493,8.941
"285","7/3/2025","11:00:00 PM",0,9.3511,8.919
"286","7/3/2025","11:15:00 PM",0,9.3517,8.905
"287","7/3/2025","11:30:00 PM",0,9.3523,8.9
"288","7/3/2025","11:45:00 PM",0,9.3517,8.894
"289","7/4/2025","12:00:00 AM",0,9.3513,8.887
"290","7/4/2025","12:15:00 AM",0,9.3526,8.875
"291","7/4/2025","12:30:00 AM",0,9.3527,8.863
"292","7/4/2025","12:45:00 AM",0,9.3544,8.85
"293","7/4/2025","1:00:00 AM",0,9.354,8.832
"294","7/4/2025","1:15:00 AM",0,9.3542,8.815
"295","7/4/2025","1:30:00 AM",0,9.3547,8.797
"296","7/4/2025","1:45:00 AM",0,9.3558,8.786
"297","7/4/2025","2:00:00 AM",0,9.3561,8.767
"298","7/4/2025","2:15:00 AM",0,9.3566,8.757
"299","7/4/2025","2:30:00 AM",0,9.3565,8.742
"300","7/4/2025","2:45:00 AM",0,9.3554,8.728
"301","7/4/2025","3:00:00 AM",0,9.3543,8.716
"302","7/4/2025","3:15:00 AM",0,9.3547,8.706
"303","7/4/2025","3:30:00 AM",0,9.3565,8.702
"304","7/4/2025","3:45:00 AM",0,9.3568,8.696
"305","7/4/2025","4:00:00 AM",0,9.3566,8.688
"306","7/4/2025","4:15:00 AM",0,9.3565,8.684
"307","7/4/2025","4:30:00 AM",0,9.357,8.678
"308","7/4/2025","4:45:00 AM",0,9.3577,8.672
"309","7/4/2025","5:00:00 AM",0,9.358,8.668
"310","7/4/2025","5:15:00 AM",0,9.3593,8.667
"311","7/4/2025","5:30:00 AM",0,9.3597,8.661
"312","7/4/2025","5:45:00 AM",0,9.3606,8.654
"313","7/4/2025","6:00:00 AM",0,9.3615,8.645
"314","7/4/2025","6:15:00 AM",0,9.3618,8.643
"315","7/4/2025","6:30:00 AM",0,9.3627,8.642
"316","7/4/2025","6:45:00 AM",0,9.3635,8.651
"317","7/4/2025","7:00:00 AM",0,9.3646,8.666
"318","7/4/2025","7:15:00 AM",0,9.3651,8.681
"319","7/4/2025","7:30:00 AM",0,9.3668,8.712
"320","7/4/2025","7:45:00 AM",0,9.3677,8.765
"321","7/4/2025","8:00:00 AM",0,9.3693,8.818
"322","7/4/2025","8:15:00 AM",0,9.3709,8.883
"323","7/4/2025","8:30:00 AM",0,9.3721,8.961
"324","7/4/2025","8:45:00 AM",0,9.3736,9.047
"325","7/4/2025","9:00:00 AM",0,9.3757,9.146
"326","7/4/2025","9:15:00 AM",0,9.3774,9.275
"327","7/4/2025","9:30:00 AM",0,9.3794,9.403
"328","7/4/2025","9:45:00 AM",0,9.3803,9.505
"329","7/4/2025","10:00:00 AM",0,9.3811,9.593
"330","7/4/2025","10:15:00 AM",0,9.3817,9.684
"331","7/4/2025","10:30:00 AM",0,9.3842,9.815
"332","7/4/2025","10:45:00 AM",0,9.3857,9.946
"333","7/4/2025","11:00:00 AM",0,9.3875,10.048
"334","7/4/2025","11:15:00 AM",0,9.3876,10.142
"335","7/4/2025","11:30:00 AM",0,9.3877,10.228
"336","7/4/2025","11:45:00 AM",0,9.389,10.313
"337","7/4/2025","12:00:00 PM",0,9.3898,10.391
"338","7/4/2025","12:15:00 PM",0,9.3894,10.452
"339","7/4/2025","12:30:00 PM",0,9.3883,10.498
"340","7/4/2025","12:45:00 PM",0,9.3876,10.542
"341","7/4/2025","1:00:00 PM",0,9.3874,10.596
"342","7/4/2025","1:15:00 PM",0,9.3864,10.627
"343","7/4/2025","1:30:00 PM",0,9.3859,10.668
"344","7/4/2025","1:45:00 PM",0,9.3853,10.664
"345","7/4/2025","2:00:00 PM",0,9.3861,10.704
"346","7/4/2025","2:15:00 PM",0,9.3865,10.743
"347","7/4/2025","2:30:00 PM",0,9.3858,10.733
"348","7/4/2025","2:45:00 PM",0,9.3855,10.714
"349","7/4/2025","3:00:00 PM",0,9.3848,10.692
"350","7/4/2025","3:15:00 PM",0,9.3843,10.678
"351","7/4/2025","3:30:00 PM",0,9.383,10.637
"352","7/4/2025","3:45:00 PM",0,9.382,10.619
"353","7/4/2025","4:00:00 PM",0,9.3812,10.604
"354","7/4/2025","4:15:00 PM",0,9.3807,10.587
"355","7/4/2025","4:30:00 PM",0,9.3797,10.523
"356","7/4/2025","4:45:00 PM",0,9.3781,10.404
"357","7/4/2025","5:00:00 PM",0,9.3761,10.142
"358","7/4/2025","5:15:00 PM",0,9.3749,9.953
"359","7/4/2025","5:30:00 PM",0,9.3748,9.843
"360","7/4/2025","5:45:00 PM",0,9.3736,9.768
"361","7/4/2025","6:00:00 PM",0,9.3736,9.75
"362","7/4/2025","6:15:00 PM",0,9.3748,9.789
"363","7/4/2025","6:30:00 PM",0,9.3743,9.708
"364","7/4/2025","6:45:00 PM",0,9.3755,9.719
"365","7/4/2025","7:00:00 PM",0,9.38,9.721
"366","7/4/2025","7:15:00 PM",0,9.3814,9.706
"367","7/4/2025","7:30:00 PM",0,9.3837,9.619
"368","7/4/2025","7:45:00 PM",0,9.3864,9.573
"369","7/4/2025","8:00:00 PM",0,9.3888,9.516
"370","7/4/2025","8:15:00 PM",0,9.3915,9.518
"371","7/4/2025","8:30:00 PM",0,9.3933,9.505
"372","7/4/2025","8:45:00 PM",0,9.3954,9.457
"373","7/4/2025","9:00:00 PM",0,9.3966,9.356
"374","7/4/2025","9:15:00 PM",0,9.3984,9.236
"375","7/4/2025","9:30:00 PM",0,9.4005,9.139
"376","7/4/2025","9:45:00 PM",0,9.4024,9.066
"377","7/4/2025","10:00:00 PM",0,9.4057,9.008
"378","7/4/2025","10:15:00 PM",0,9.4074,8.957
"379","7/4/2025","10:30:00 PM",0,9.4075,8.923
"380","7/4/2025","10:45:00 PM",0,9.4075,8.907
"381","7/4/2025","11:00:00 PM",0,9.4084,8.898
"382","7/4/2025","11:15:00 PM",0,9.4086,8.878
"383","7/4/2025","11:30:00 PM",0,9.4105,8.855
"384","7/4/2025","11:45:00 PM",0,9.411,8.837
"385","7/5/2025","12:00:00 AM",0,9.4117,8.82
"386","7/5/2025","12:15:00 AM",0,9.4125,8.807
"387","7/5/2025","12:30:00 AM",0,9.4138,8.795
"388","7/5/2025","12:45:00 AM",0,9.4141,8.781
"389","7/5/2025","1:00:00 AM",0,9.4134,8.769
"390","7/5/2025","1:15:00 AM",0,9.4143,8.759
"391","7/5/2025","1:30:00 AM",0,9.4137,8.738
"392","7/5/2025","1:45:00 AM",0,9.4133,8.727
"393","7/5/2025","2:00:00 AM",0,9.4141,8.717
"394","7/5/2025","2:15:00 AM",0,9.4137,8.712
"395","7/5/2025","2:30:00 AM",0,9.4136,8.709
"396","7/5/2025","2:45:00 AM",0,9.4139,8.706
"397","7/5/2025","3:00:00 AM",0,9.4148,8.698
"398","7/5/2025","3:15:00 AM",0,9.4142,8.684
"399","7/5/2025","3:30:00 AM",0,9.4145,8.669
"400","7/5/2025","3:45:00 AM",0,9.4147,8.657
"401","7/5/2025","4:00:00 AM",0,9.4156,8.643
"402","7/5/2025","4:15:00 AM",0,9.4156,8.629
"403","7/5/2025","4:30:00 AM",0,9.416,8.62
"404","7/5/2025","4:45:00 AM",0,9.4172,8.613
"405","7/5/2025","5:00:00 AM",0,9.4174,8.602
"406","7/5/2025","5:15:00 AM",0,9.418,8.593
"407","7/5/2025","5:30:00 AM",0,9.4186,8.582
"408","7/5/2025","5:45:00 AM",0,9.42,8.575
"409","7/5/2025","6:00:00 AM",0,9.4213,8.576
"410","7/5/2025","6:15:00 AM",0,9.4221,8.578
"411","7/5/2025","6:30:00 AM",0,9.4232,8.588
"412","7/5/2025","6:45:00 AM",0,9.4232,8.599
"413","7/5/2025","7:00:00 AM",0,9.4244,8.613
"414","7/5/2025","7:15:00 AM",0,9.4241,8.627
"415","7/5/2025","7:30:00 AM",0,9.4261,8.659
"416","7/5/2025","7:45:00 AM",0,9.4269,8.715
"417","7/5/2025","8:00:00 AM",0,9.428,8.777
"418","7/5/2025","8:15:00 AM",0,9.4289,8.845
"419","7/5/2025","8:30:00 AM",0,9.4305,8.925
"420","7/5/2025","8:45:00 AM",0,9.4309,9.007
"421","7/5/2025","9:00:00 AM",0,9.4325,9.099
"422","7/5/2025","9:15:00 AM",0,9.4333,9.191
"423","7/5/2025","9:30:00 AM",0,9.4337,9.284
"424","7/5/2025","9:45:00 AM",0,9.4343,9.374
"425","7/5/2025","10:00:00 AM",0,9.4342,9.459
"426","7/5/2025","10:15:00 AM",0,9.435,9.569
"427","7/5/2025","10:30:00 AM",0,9.4363,9.701
"428","7/5/2025","10:45:00 AM",0,9.4372,9.819
"429","7/5/2025","11:00:00 AM",0,9.438,9.932
"430","7/5/2025","11:15:00 AM",0,9.4377,10.036
"431","7/5/2025","11:30:00 AM",0,9.4378,10.136
"432","7/5/2025","11:45:00 AM",0,9.4374,10.238
"433","7/5/2025","12:00:00 PM",0,9.4371,10.354
"434","7/5/2025","12:15:00 PM",0,9.4366,10.436
"435","7/5/2025","12:30:00 PM",0,9.4364,10.535
"436","7/5/2025","12:45:00 PM",0,9.435,10.591
"437","7/5/2025","1:00:00 PM",0,9.4345,10.642
"438","7/5/2025","1:15:00 PM",0,9.433,10.688
"439","7/5/2025","1:30:00 PM",0,9.432,10.731
"440","7/5/2025","1:45:00 PM",0,9.4291,10.763
"441","7/5/2025","2:00:00 PM",0,9.4277,10.779
"442","7/5/2025","2:15:00 PM",0,9.4266,10.818
"443","7/5/2025","2:30:00 PM",0,9.4249,10.817
"444","7/5/2025","2:45:00 PM",0,9.4236,10.782
"445","7/5/2025","3:00:00 PM",0,9.4225,10.781
"446","7/5/2025","3:15:00 PM",0,9.4216,10.775
"447","7/5/2025","3:30:00 PM",0,9.4204,10.757
"448","7/5/2025","3:45:00 PM",0,9.4191,10.737
"449","7/5/2025","4:00:00 PM",0,9.4181,10.706
"450","7/5/2025","4:15:00 PM",0,9.4168,10.68
"451","7/5/2025","4:30:00 PM",0,9.4153,10.621
"452","7/5/2025","4:45:00 PM",0,9.413,10.554
"453","7/5/2025","5:00:00 PM",0,9.4109,10.448
"454","7/5/2025","5:15:00 PM",0,9.4092,10.372
"455","7/5/2025","5:30:00 PM",0,9.4078,10.31
"456","7/5/2025","5:45:00 PM",0,9.4054,10.192
"457","7/5/2025","6:00:00 PM",0,9.404,10.107
"458","7/5/2025","6:15:00 PM",0,9.402,9.952
"459","7/5/2025","6:30:00 PM",0,9.4017,9.855
"460","7/5/2025","6:45:00 PM",0,9.4011,9.745
"461","7/5/2025","7:00:00 PM",0,9.4008,9.663
"462","7/5/2025","7:15:00 PM",0,9.4005,9.581
"463","7/5/2025","7:30:00 PM",0,9.4003,9.508
"464","7/5/2025","7:45:00 PM",0,9.4008,9.524
"465","7/5/2025","8:00:00 PM",0,9.4028,9.607
"466","7/5/2025","8:15:00 PM",0,9.4028,9.562
